日期,api总处理次数,api总响应时间,api平均响应时间(ms),
2013-12-15 00:00,463050523,23335793197,50.3957819674,
2013-12-16 00:00,407401216,19894742552,48.8332920243,
2013-12-17 00:00,395955624,19619586257,49.5499623387,
2013-12-18 00:00,394815002,19030811905,48.2018459496,
2013-12-19 00:00,393718131,19952322623,50.6766670164,
2013-12-20 00:00,400529084,20473510335,51.1161639762,
2013-12-21 00:00,498299655,26930653566,54.0450977555,
2013-12-22 00:00,514836083,30361462828,58.9730670218,
