日期,api总处理次数,api总响应时间,api平均响应时间(ms),
2013-12-02 00:00,395275587,18066423280,45.7058919756,
2013-12-03 00:00,403563912,18032143316,44.682249279,
2013-12-04 00:00,393612763,16385002860,41.6272143594,
2013-12-05 00:00,410989234,18571186684,45.1865527066,
2013-12-06 00:00,413767313,19774278471,47.7908182926,
2013-12-07 00:00,471424099,23396025487,49.6284036744,
2013-12-08 00:00,462562375,22485356132,48.6104303922,
